Library	Species	Species_strain	Species_scientific_name	Organ_detail	Organ_group	Developmental_stage	Stage_detail	Timepoint	Group	Sex	Filename	Used_library	Sequencing_runs	Total_number_reads	Total_number_aligned_reads	Percent_aligned_reads	Extraction_protocol	RQN	RIN	HDBR_ID
1368	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	e12	e12	9	Chicken.Ovary.9	Female	1368sTS.Chicken.Ovary.12.Female.sorted.bam	yes	OBIWAN 42 lane 6	23331299	21450182	92%	QIAgen RNeasy QIAzol	9.4		
1421	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	e14	e14	11	Chicken.Ovary.11	Female	1421sTS.Chicken.Ovary.14.Female.sorted.bam	yes	OBIWAN 20 lane 5	32362295	30469728	94%	QIAgen RNeasy QIAzol	8.4		
1617	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	e14	e14	11	Chicken.Ovary.11	Female	1617sTS.Chicken.Ovary.14.Female.sorted.bam	yes	VADER 126 lane 3	31122299	29641855	95%	QIAgen RNeasy QIAzol	8.9		
1427	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	e17	e17	12	Chicken.Ovary.12	Female	1427sTS.Chicken.Ovary.17.Female.sorted.bam	yes	VADER 104 lane 4	30433419	28572451	94%	QIAgen RNeasy QIAzol	6.6		
1635	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	e17	e17	12	Chicken.Ovary.12	Female	1635sTS.Chicken.Ovary.17.Female.sorted.bam	yes	VADER 126 lane 3	22692319	21562301	95%	QIAgen RNeasy QIAzol	8.9		
1430	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	P0	P0	12	Chicken.Ovary.12	Female	1430sTS.Chicken.Ovary.0dph.Female.sorted.bam	yes	OBIWAN 20 lane 5	27852984	26330261	95%	QIAgen RNeasy QIAzol	7.3		
1643	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	P0	P0	12	Chicken.Ovary.12	Female	1643sTS.Chicken.Ovary.0dph.Female.sorted.bam	yes	VADER 126 lane 3	18257081	17365828	95%	QIAgen RNeasy QIAzol	8.1		
561	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	P155	P155	14	Chicken.Ovary.14	Female	561sTS.Chicken.Ovary.Adult.Female.sorted.bam	yes	VADER 189 lane 8	38931935	36678379	94%	QIAgen RNeasy QIAzol		9.2	
787	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	P155	P155	14	Chicken.Ovary.14	Female	787sTS.Chicken.Ovary.Adult.Female.sorted.bam	yes	VADER 191 lane 8	21757252	20616636	95%	QIAgen RNeasy QIAzol		8.9	
1761	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	P35	P35	13	Chicken.Ovary.13	Female	1761sTS.Chicken.Ovary.5wph.Female.sorted.bam	yes	OBIWAN 42 lane 6	25209401	23560721	93%	QIAgen RNeasy QIAzol		8.6	
1768	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	P35	P35	13	Chicken.Ovary.13	Female	1768sTS.Chicken.Ovary.5wph.Female.sorted.bam	yes	VADER 126 lane 3	31479581	30293214	96%	QIAgen RNeasy QIAzol		8.9	
1669	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	P7	P7	13	Chicken.Ovary.13	Female	1669sTS.Chicken.Ovary.7dph.Female.sorted.bam	yes	OBIWAN 42 lane 6	44321675	40901489	92%	QIAgen RNeasy QIAzol	8.1		
1687	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	P7	P7	13	Chicken.Ovary.13	Female	1687sTS.Chicken.Ovary.7dph.Female.sorted.bam	yes	VADER 126 lane 3	28806668	27468029	95%	QIAgen RNeasy QIAzol	7.5		
1780	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	P70	P70	13	Chicken.Ovary.13	Female	1780sTS.Chicken.Ovary.10wph.Female.sorted.bam	yes	OBIWAN 42 lane 6	40756741	38237480	94%	QIAgen RNeasy QIAzol		9.1	
1781	Chicken	Chicken (red junglefowl)	Gallus_gallus	Ovary	Ovary	P70	P70	13	Chicken.Ovary.13	Female	1781sTS.Chicken.Ovary.10wph.Female.sorted.bam	yes	VADER 126 lane 3	39200584	37827790	96%	QIAgen RNeasy QIAzol		9.1	
1715	Chicken	Chicken (red junglefowl)	Gallus_gallus	Testis	Testis	e10	e10	7	Chicken.Testis.7	Male	1715sTS.Chicken.Testis.10.Male.sorted.bam	yes	VADER 126 lane 1	24406787	23364357	96%	QIAgen RNeasy QIAzol	8.9		
1722	Chicken	Chicken (red junglefowl)	Gallus_gallus	Testis	Testis	e10	e10	7	Chicken.Testis.7	Male	1722sTS.Chicken.Testis.10.Male.sorted.bam	yes	VADER 120 lane 3	52694257	48752156	93%	QIAgen RNeasy QIAzol	8.6		
1354	Chicken	Chicken (red junglefowl)	Gallus_gallus	Testis	Testis	e12	e12	9	Chicken.Testis.9	Male	1354sTS.Chicken.Testis.12.Male.sorted.bam	yes	VADER 126 lane 1	26083509	24787235	95%	QIAgen RNeasy QIAzol	9.6		
1365	Chicken	Chicken (red junglefowl)	Gallus_gallus	Testis	Testis	e12	e12	9	Chicken.Testis.9	Male	1365sTS.Chicken.Testis.12.Male.sorted.bam	yes	VADER 104 lane 4	30402242	28652411	94%	QIAgen RNeasy QIAzol	9.6		
1417	Chicken	Chicken (red junglefowl)	Gallus_gallus	Testis	Testis	e14	e14	11	Chicken.Testis.11	Male	1417sTS.Chicken.Testis.14.Male.sorted.bam	yes	OBIWAN 20 lane 5	35982326	33804964	94%	QIAgen RNeasy QIAzol	7.3		
3917	Chicken	Chicken (red junglefowl)	Gallus_gallus	Testis	Testis	e14	e14	11	Chicken.Testis.11	Male	3917sTS.Chicken.Testis.14.Male.sorted.bam	yes	VADER 183 lane 1	28491748	27091534	95%	QIAgen RNeasy QIAzol	8.7		
